competitor_list_price,competitor_markdown_price,competitor_product_id,competitor_product_name,competitor_model,competitor_product_url,competitor_laptop_type,competitor_screen_size,competitor_operating_system,competitor_processor_series,competitor_processor_model,competitor_graphics,competitor_harddrive_capacity,competitor_ram_capacity,competitor_touchscreen,competitor_display_resolution,competitor_optical_drive,competitor_keyboard_backlit,competitor_warranty,seller_name,stock,Block_data,time_stamp
,12999,55018250,"MacBook Air 13"" Apple Intel Core i5 16GB RAM 512GB SSD Dourado",,https://www.pontofrio.com.br/macbook-air-13-apple-intel-core-i5-16gb-ram-512gb-ssd-dourado/p/55018250,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel Core i5 Quad Core 1.2 GHz (10ª geração)Sistema operacional|macOSUnidade óptica|Não possuiLeitor biométrico|Sim - impressão digitalTamanho da tela|13.3""Características Gerais|- Material / Composição: Estrutura de alumínio 100% reciclado
- Tela Retina de 13.3 polegadas e resolução de 2560 x 1600 com 227 pixels por polegada
- Conexões: Duas portas Thunderbolt 3 (USB-C) compatíveis com: Recarga, DisplayPort, Thunderbolt (até 40 Gb/s), USB 3.1 Gen 2 (até 10 Gb/s)
- Cor: Dourado
- Modelo: MWT92BZ/ACache|6 MB L3Memória Flash|512 GBTipo de tela|LCD LEDCor|DouradoConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|16 GB LPDDR4X 3733 MHz Disco rígido (HD)|Não se aplicaTensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- MacBook Air
- Carregador USB-C de 30W
- Cabo carregador USB-C (2m)Conexão HDMI|nãoBateria|Interna de polímero de lítio de 49.9 watts/horaDuração aprox. da bateria (h)|até 11hTeclado|78 (EUA) ou 79 (ISO) teclas, incluindo 12 teclas de função e quatro teclas de direção com disposição de “T” invertido",2021-04-03 17:21:19
,4649,55010093,Notebook Acer Core i5-10210U 8GB 256GB SSD Placa de Vídeo 2GB Tela 15.6” Windows 10 Aspire 5 A515-54G-53GP,,https://www.pontofrio.com.br/notebook-acer-core-i5-10210u-8gb-256gb-ssd-placa-de-video-2gb-tela-15-6-windows-10-aspire-5-a515-54g-53gp/p/55010093,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i5-10210U Quad Core 1.60 GHz com Turbo Max até 4.20 GHzSistema operacional|Windows 10 Home 64 bitsUnidade óptica|Não possuiLeitor de cartão|NãoLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD 720pCaracterísticas Gerais|- Tela LED HD Widescreen Antirreflexo, com resolução de 1366 x 768
- Microfone duplo com tecnologia Acer Purified Voice
- Dois alto-falantes estéreo
- Tecnologia Acer TrueHarmony de 2° Geração
- Compatível com Cortana com voz
- Conector combo para fone de ouvido / microfoneCache|6 MBMemória Flash|256 GBTipo de tela|LCD LEDCor|PrataConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2400 MHz (4 GB soldado + 4 GB slot)Expansão da memória até|20 GBDisco rígido (HD)|Não se aplicaPortas USB|2 (3.1), 1 (Tipo-C), 1 (2.0)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Fonte carregadora
- Manual em português
- Termo de garantiaConexão HDMI|simRede|10/100/1000Softwares inclusos|- Acer Care Center
- Acer Configuration Manager
- Quick Access
- Norton Internet Security
- Acer Product RegistrationBateria|4 células 48 WhDuração aprox. da bateria (h)|até 9 horas*Outras conexões|RJ45Placa de vídeo|Dedicada, com NVDIA GeForce MX250 até 2GB GDDR5 de memória**Placa de som|Integrada, com Acer TrueHarmonyTeclado|Português-BR ABNT2, com teclado numérico dedicadoMouse|TouchpadTipo de memória|DDR4Observações|*A bateria poderá, dependendo das configurações de uso, proporcionar o tempo de utilização informado acima, sem a necessidade de plugar o notebook na tomada mais próxima.

**A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.",2021-04-03 17:21:19
,4249,50005141,Notebook Dell Core i5-8265U 8GB 1TB Tela 15.6” Windows 10 Inspiron I15-3583-A3XP,,https://www.pontofrio.com.br/notebook-dell-core-i5-8265u-8gb-1tb-tela-15-6-windows-10-inspiron-i15-3583-a3xp/p/50005141,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i5-8265U Quad Core 1.6 GHz com Turbo Max até 3.9 GHzSistema operacional|Windows 10 Home Single Language 64 bitsUnidade óptica|Não possuiLeitor de cartão|SDLeitor de cartão|SDHCLeitor de cartão|SDXCLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD 720pCaracterísticas Gerais|- Tela LED HD Widescreen, com antirreflexo e resolução de 1366 x 768
- Webcam HD Widescreen integrada, com Single Digital Microphone
- Conector combo para fone de ouvido / microfone
- Microfone integrado
- Bluetooth 5.0Cache|6 MBChipset|Integrado ao processadorTipo de tela|LCD LEDCor|PretoConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB DDR4 2400 MHzExpansão da memória até|16 GBDisco rígido (HD)|1 TB SATA 5400 RPMPortas USB|2 (3.1), 1 (2.0)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook
- Adaptador AC
- Cabo de força
- ManuaisConexão HDMI|simRede|10/100Softwares inclusos|- Microsoft Office Trial (versão para experimentação, válida por 30 dias)
- Dell Mobile Connect
- McAfee 15 meses MultiDeviceBateria|3 células 42 WhDuração aprox. da bateria (h)|até 10 horas*Outras conexões|RJ45Placa de vídeo|Integrada, com tecnologia Intel® UHD Graphics 620Placa de som|Integrada, com tecnologia Waves MaxxAudio ProTeclado|Padrão resistente a respingos, com teclado alfanuméricoMouse|Touchpad de precisãoTipo de memória|DDR4Observações|*O desempenho da bateria varia de acordo com a utilização do usuário.

Garantia em domicílio em 24 horas. Exclusividade Dell.

Válida para todos os produtos lançados no Varejo.

O que é?
Além da garantia padrão de 1 ano, a Dell oferece a Garantia com atendimento em domicílio, onde se necessário, técnicos serão deslocados até a residência ou local escolhido pelo consumidor.

Como funciona?
Caso haja algum problema com o produto, o consumidor deve entrar em contato com o Suporte Técnico Dell e relatar o fato. Se for preciso substituir algum componente, a Dell agendará uma visita no local.

Como adquirir a Garantia com atendimento em domicílio?
A Dell proporciona a assistência técnica em domicílio a todos os produtos vendidos no varejo brasileiro sem custos extras.

O que está incluso?
Este serviço exclusivo da Dell inclui a cobertura na troca de todas as peças da máquina, exceto software, bateria e fonte de energia. A visita pode ser feita de segunda à sexta (exceto feriado), das 8h às 18h.

Cobertura?
A Garantia com atendimento em domicílio tem cobertura nacional. Atualmente 70% dos consumidores do varejo são atendidos em 24 horas úteis. O consumidor saberá em quanto tempo será atendido ao ligar para o suporte técnico e informar o seu CEP. Mesmo considerando as cidades em que a Dell não atende em 24 horas úteis, ainda possuímos o atendimento em domicílio mais rápido do mercado: 70% em 24 horas, 20% em 48 horas úteis e apenas 10% em um tempo maior.

Quais cidades são atendidas em 24 horas?
O consumidor só saberá em quanto tempo será atendido após contatar o suporte técnico e informar o seu CEP, pois a lista de cidades atendidas em 24 horas varia mensalmente. Atualmente temos cobertura das principais capitais e cidades, totalizando 520 municípios em 14 estados do Brasil.

A visita do técnico poderá ocorrer a partir do próximo dia útil, dependendo da região geográfica do usuário final e da disponibilidade imediata das peças para o reparo. Para solicitar atendimento, o cliente deve ligar para 0800 970 3355 ou 4004 0108 (ligações feitas a partir de celular para as regiões metropolitanas de Porto Alegre, Rio de Janeiro e São Paulo).

A Garantia em Domicílio é válida por 1 ano a partir da data de aquisição do produto.",2021-04-03 17:21:19
3899,3749,55008238,Notebook Samsung Book X30 Intel Core i5-10210U 10ª Geração 8GB 1TB 15.6'' Windows 10 Home NP550XCJ-KF1BR - Prata,,https://www.pontofrio.com.br/notebook-samsung-book-x30-intel-core-i5-10210u-10-geracao-8gb-1tb-15-6-windows-10-home-np550xcj-kf1br-prata/p/55008238,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel® Core™ i5-10210U Processor(1.60 GHz up to 4.20 GHz 6 MB L3 Cache)	Sistema operacional|Windows 10 Home	Unidade óptica|Não possuiLeitor de cartão|microSDLeitor biométrico|NãoTamanho da tela|15.6"" HD LED antirreflexiva	Webcam integrada|SimCaracterísticas Gerais|DESIGN
ACABAMENTO PREMIUM; BEZEL ULTRA FINO 6.7MM; DIMENSÕES REDUZIDAS 1.89CM | 1.94KG; VARIEDADE DE CORES.

FÁCIL UPGRADE
ACESSO FÁCIL PARA MEMÓRIA E HD; SLOT M.2 PARA ARMAZENAMENTO SSD.

DESEMPENHO
CPU Intel 10ª Geração

MULTI DEVICE EXPERIENCE
SAMSUNG FLOW; SAMSUNG DeX; CONEXÃO SEM FIO COM SMART TVs SAMSUNG.

Cor|PrataConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|8 GB	Expansão da memória até|32 GB	Disco rígido (HD)|1 TB	Portas USB|1 x USB-C ; 1 x USB3.0 ; 1 x USB2.0	Tensão/Voltagem|BivoltObservações|Tamanho: 35.9 x 24.2 x 1.89 cm	
Peso: 1.94kg*	
Garantia|12 mesesConteúdo da Embalagem|""01 computador portátil
01 fonte adaptadora
Guias de usuário
Certificado de garantia""	
Conexão HDMI|simRede|10/100/1000Softwares inclusos|""Link Sharing 
Live Message 
McAfee Live Safe (60 days trial) 
Samsung Gallery 
Samsung Flow 
Samsung Recovery 
Samsung Settings 
Studio Plus 
Samsung Update 
teamPL""	
Bateria|43 Wh	Placa de vídeo|Intel® UHD Graphics	Placa de som|HD (High Definition) Audio	Teclado|""Português-BR \ Teclado Númerico Integrado""	Mouse|Sim, com suporte à função multi-toques	Tipo de memória|DDR4",2021-04-03 17:21:19
,18909,55018251,"MacBook Air 13"" Apple Intel Core i5 16GB RAM 512GB SSD Cinza-espacial",,https://www.pontofrio.com.br/macbook-air-13-apple-intel-core-i5-16gb-ram-512gb-ssd-cinza-espacial/p/55018251,,,,,,,,,,,,,,Pontofrio,,"Tipo|NotebookProcessador|Intel Core i5 Dual Core 1.6 GHzSistema operacional|macOSUnidade óptica|Não possuiLeitor biométrico|Sim - impressão digitalTamanho da tela|13.3""Características Gerais|- Material / Composição: Estrutura de alumínio 100% reciclado
- Tela Retina de 13.3 polegadas e resolução de 2560 x 1600 com 227 pixels por polegada
- Conexões: Duas portas Thunderbolt 3 (USB-C) compatíveis com: Recarga, DisplayPort, Thunderbolt (até 40 Gb/s), USB 3.1 Gen 2 (até 10 Gb/s)
- Cor: Cinza-espacial
- Modelo: MVH62BZ/ACache|4 MB L3Memória Flash|512 GBTipo de tela|LCD LEDCor|CinzaConexão s/ fio (wireless)|802.11acConexão Bluetooth|SimMemória RAM|16 GB LPDDR3 2133 MHzDisco rígido (HD)|Não se aplicaTensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- MacBook Air
- Carregador USB-C de 30W
- Cabo carregador USB-C (2m)Conexão HDMI|nãoBateria|Interna de polímero de lítio de 49.9 watts/horaDuração aprox. da bateria (h)|até 11hTeclado|78 (EUA) ou 79 (ISO) teclas, incluindo 12 teclas de função e quatro teclas de direção com disposição de “T” invertido",2021-04-03 17:21:19
,19799,1510087741,"MacBook Pro Retina pple 13,3, 8GB, Prata, SSD 512GB, Processador M1, Touch Bar e Touch ID - MYDC2BZ/A",,https://www.pontofrio.com.br/macbook-pro-retina-pple-133-8gb-prata-ssd-512gb-processador-m1-touch-bar-e-touch-id-mydc2bz-a/p/1510087741,,,,,,,,,,,,,,IPLACE Oficial,,Características Gerais|Não se aplicaCor|PRATA,2021-04-03 17:21:19
,5499,1502327522,"Notebook Acer Aspire 3 A315-42G-R6FZ AMD Ryzen 5 8GB RAM 1TB HD AMD Radeon 540X 2GB 15,6` Windows 10",,https://www.pontofrio.com.br/notebook-acer-aspire-3-a315-42g-r6fz-amd-ryzen-5-8gb-ram-1tb-hd-amd-radeon-540x-2gb-156-windows-10/p/1502327522,,,,,,,,,,,,,,PC INFORMATICA,,Processador|AMD Ryzen 5Características Gerais|Resolução da tela=HD (1366 x 768)Cor|PRETO,2021-04-03 17:21:19
,2399,1504290289,Chromebook C733-C607 Intel Celeron N4020 4GB 32GB eMMC 11.6` Chrome OS,,https://www.pontofrio.com.br/chromebook-c733-c607-intel-celeron-n4020-4gb-32gb-emmc-116-chrome-os/p/1504290289,,,,,,,,,,,,,,Grupo Ribera,,Cor|Preto,2021-04-03 17:21:19
,2459,1504270781,Chromebook C733-C607 Intel Celeron N4020 4GB 32GB,,https://www.pontofrio.com.br/chromebook-c733-c607-intel-celeron-n4020-4gb-32gb/p/1504270781,,,,,,,,,,,,,,Grupo Ribera,,"Processador|Intel Celeron N4020Sistema operacional|Chrome OSTamanho da tela|11,6Resolução da webcam|Resolução (1280 x 720)Teclado|Português do Brasil padrão ABNT 2 e botão liga/desliga",2021-04-03 17:21:19
,5516.6,1508419120,"Notebook  A315-42g Ryzen5/8gb/1tb/15,6 Pt Acer",,https://www.pontofrio.com.br/notebook-a315-42g-ryzen5-8gb-1tb-156-pt-acer/p/1508419120,,,,,,,,,,,,,,Tek Distribuidor,,,2021-04-03 17:21:20
,5197,1504365431,"Notebook Dell Inspiron 3583-MS90P 8ª geração Intel Core i7 8GB 256SSD 15.6"" Windows 10 Preto",,https://www.pontofrio.com.br/notebook-dell-inspiron-3583-ms90p-8-geracao-intel-core-i7-8gb-256ssd-156-quot-windows-10-preto/p/1504365431,,,,,,,,,,,,,,DELL,,,2021-04-03 17:21:20
,4099,1504717232,"Notebook Acer Aspire 3,Intel Core i3, 4GB, 1TB, Tela 15.6"", Placa de Vídeo Intel HD Graphics® 620 e Endless OS",,https://www.pontofrio.com.br/notebook-acer-aspire-3intel-core-i3-4gb-1tb-tela-156-quot-placa-de-video-intel-hd-graphics-620-e-endless-os/p/1504717232,,,,,,,,,,,,,,Sir Tecnologia,,,2021-04-03 17:21:20
,2749,1509437894,Chromebook Notebook 11.6 Spin 2 em 1 AMD 2.4GHz 4GB 32GB SSD – Preto,,https://www.pontofrio.com.br/chromebook-notebook-116-spin-2-em-1-amd-24ghz-4gb-32gb-ssd-preto/p/1509437894,,,,,,,,,,Acer,,,,Grupo Ribera,,Características Gerais|Acer,2021-04-03 17:21:20
,3899,1509984498,"Notebook Acer AMD Ryzen 1TB 8GB RAM Tela 15,6 Windows 10",,https://www.pontofrio.com.br/notebook-acer-amd-ryzen-1tb-8gb-ram-tela-156-windows-10/p/1509984498,,,,,,,,,,,,,,Lojas MM,,,2021-04-03 17:21:20
,6799,1509737435,Notebook Acer Swift 3 SF314-42-R9S5 AMD Ryzen 7 8GB 512GB SSD 14` Windows 10,,https://www.pontofrio.com.br/notebook-acer-swift-3-sf314-42-r9s5-amd-ryzen-7-8gb-512gb-ssd-14-windows-10/p/1509737435,,,,,,,,,,Acer / Acer,,,,Acer Brasil Loja Oficial,,Características Gerais|Acer / Acer,2021-04-03 17:21:20
,3600,1503219525,Notebook Acer Aspire 3 A315-34-C5EY Celeron N4000 4GB 500GB,,https://www.pontofrio.com.br/notebook-acer-aspire-3-a315-34-c5ey-celeron-n4000-4gb-500gb/p/1503219525,,,,,,Integrada ao processador,,,,,,,,Grupo Ribera,,"Processador|Intel Celeron N4000Tamanho da tela|15.6""Cor|PretoMemória RAM|4GBPlaca de vídeo|Integrada ao processador",2021-04-03 17:21:20
,9999,1504661445,"Notebook Gamer Predator Helios 300 PH315-52-79VM Intel Core i7 16GB 256GB SDD 1TB HD RTX 2060 15,6 Endless",,https://www.pontofrio.com.br/notebook-gamer-predator-helios-300-ph315-52-79vm-intel-core-i7-16gb-256gb-sdd-1tb-hd-rtx-2060-156-endless/p/1504661445,,,,,,,,,,Acer / Acer / Acer,,,,Acer Brasil Loja Oficial,,Características Gerais|Acer / Acer / Acer,2021-04-03 17:21:20
,6099,1505006287,"Notebook Gamer Aspire Nitro 5 AN517-51-78YY Intel Core I7 8GB 512GB SSD GTX 1650 17,3` Endless OS",,https://www.pontofrio.com.br/notebook-gamer-aspire-nitro-5-an517-51-78yy-intel-core-i7-8gb-512gb-ssd-gtx-1650-173-endless-os/p/1505006287,,,,,,,,,,Acer,,,,Acer Brasil Loja Oficial,,Características Gerais|Acer,2021-04-03 17:21:20
,5899,55007925,"Notebook Gamer Acer NVIDIA GeForce GTX 1650 Core i5-9300H 8GB 1TB 128GB SSD Tela Full HD 15.6"" Windows 10 Aspire Nitro 5 AN515-54-528V",,https://www.pontofrio.com.br/notebook-gamer-acer-nvidia-geforce-gtx-1650-core-i5-9300h-8gb-1tb-128gb-ssd-tela-full-hd-15-6-windows-10-aspire-nitro-5-an515-54-528v/p/55007925,,,,,,,,,,,,,,Pontofrio,,"Tipo|Notebook GamerProcessador|Intel® Core™ i5-9300H Quad Core 2.40 GHz com Turbo Max até 4.10 GHzSistema operacional|Windows 10Unidade óptica|Não possuiLeitor de cartão|NãoLeitor biométrico|NãoTamanho da tela|15.6""Webcam integrada|SimResolução da webcam|HD 720pCaracterísticas Gerais|- Tela LCD IPS Full HD Widescreen Antirreflexo, com resolução de 1920 x 1080
- Conector combo para fone de ouvido / microfone
- Dois microfones internos
- Compatível com a Cortana com Voz
- Certificado para Skype for Business
- Wireless compatível com 802.11a/b/g/n/acR2+ax
- Bluetooth 5.0

Upgrade
Este modelo possuí capacidade para a instalação e melhorias de HDD e SSD
- Duplo Slot SSD: Slot dedicado livre M2. 2280, compatível com PCIe NVMe 3x2/ x4 de até 512GB (Não acompanha o produto).
- Slot hibrido dedicado ocupado M2. 2280, compatível com SATA 3 e/ou PCIe NVMe Gen 3x2 de até 512GB (Não acompanha o produto).
- Slot HDD: Slot ocupado SATA 3, compatível com HDD SATA 3 2.5MM de até 2TB (Não acompanha o produto)Cache|8 MBMemória Flash|128 GBTipo de tela|LCD LEDCor|PretoConexão Bluetooth|SimMemória RAM|8 GB DDR4 2666 MHzExpansão da memória até|32 GB (2 slots soDIMM)Disco rígido (HD)|1 TB SATA 3 5400 RPMPortas USB|1 (Tipo-C), 2 (3.1), 2 (2.0)Tensão/Voltagem|BivoltGarantia|12 mesesConteúdo da Embalagem|- Notebook Gamer
- Fonte carregadora
- Manual em português
- Termo de garantia
Conexão HDMI|simRede|10/100/1000Softwares inclusos|- Acer Care Center
- Acer Collection
- Acer Configuration Manager
- Acer Product Registration
- Quick Access
- NitroSenseBateria|4 células 55 WhDuração aprox. da bateria (h)|até 7 horas*Outras conexões|RJ45Placa de vídeo|Dedicada, com NVIDIA GeForce GTX 1650 até 4GB GDDR5 memória**Placa de som|Integrada, com Dolby Audio PremiumTeclado|Retroiluminado, Português-BR ABNT2, com teclado numérico independenteMouse|Touchpad multi gestosTipo de memória|DDR4Observações|*A bateria poderá, dependendo das configurações de uso, proporcionar o tempo de utilização informado acima, sem a necessidade de plugar o notebook na tomada mais próxima.

**A memória dedicada da placa de vídeo fica oculta, pois devido a algumas configurações de fábrica, para economia de energia, a memória dedicada é desativada quando o produto não está conectado à energia elétrica.",2021-04-03 17:21:20
,10199,1501163283,Notebook Gamer Acer Predator Helios 300 PH315-52-7210 RTX 2060 256GB SSD 16GB 2TB HD 15.6` Win 10,,https://www.pontofrio.com.br/notebook-gamer-acer-predator-helios-300-ph315-52-7210-rtx-2060-256gb-ssd-16gb-2tb-hd-156-win-10/p/1501163283,,,,,,,,,,,,,12 Meses,Acer Brasil Loja Oficial,,Garantia|12 Meses,2021-04-03 17:21:20
,5299,1504557579,"Notebook gamer acer Nitro 5 AN515-43-R4C3 AMD Ryzen 7 1TB HD 128GB SSD GTX 1650 15,6 Endless OS",,https://www.pontofrio.com.br/notebook-gamer-acer-nitro-5-an515-43-r4c3-amd-ryzen-7-1tb-hd-128gb-ssd-gtx-1650-156-endless-os/p/1504557579,,,,,,,,,,Acer / Acer,,,,Acer Brasil Loja Oficial,,Características Gerais|Acer / Acer,2021-04-03 17:21:20
